combo,partner_crime,child_crime,stranger_crime,burglary_home_stranger,victim_male,victim_female,victim_unknown_sex,offender_male,offender_female,offender_unknown_sex,victim_minor,victim_adult,offender_minor,offender_adult
LINCOLN-WI-2018-7,12,11,23,0,33,40,1,35,23,2,8,52,8,52
LINCOLN-WI-2018-8,6,7,7,0,47,18,0,62,20,2,5,58,5,58
LINCOLN-WI-2018-9,11,20,34,0,49,29,0,61,28,4,18,49,18,49
LINCOLN-WV-2018-1,5,9,9,0,25,19,0,37,5,2,7,34,7,34
LINCOLN-WV-2018-10,7,6,6,0,5,12,0,15,6,0,0,16,0,16
LINCOLN-WV-2018-11,8,11,9,0,22,22,0,40,17,0,0,37,0,37
LINCOLN-WV-2018-12,8,10,9,0,25,15,2,39,6,0,1,35,1,35
LINCOLN-WV-2018-2,10,12,12,0,53,23,0,45,25,2,6,63,6,63
LINCOLN-WV-2018-3,6,6,5,0,23,14,0,30,12,1,2,34,2,34
LINCOLN-WV-2018-4,2,4,6,0,24,12,2,37,6,2,2,33,2,33
LINCOLN-WV-2018-5,13,10,9,0,21,26,1,30,12,1,4,42,4,42
LINCOLN-WV-2018-6,2,2,2,0,13,10,0,18,9,0,1,19,1,19
LINCOLN-WV-2018-7,7,6,9,0,11,14,0,20,6,0,3,19,3,19
LINCOLN-WV-2018-8,6,5,6,0,13,7,0,16,9,0,3,17,3,17
LINCOLN-WV-2018-9,14,12,11,0,9,22,0,34,4,1,3,25,3,25
LINN-IA-2018-1,95,59,112,0,334,340,0,644,239,1,35,630,35,630
LINN-IA-2018-10,132,90,184,0,488,425,6,709,303,5,66,839,66,839
LINN-IA-2018-11,84,43,134,0,450,379,2,676,226,5,45,774,45,774
LINN-IA-2018-12,25,18,24,0,121,105,1,188,77,3,13,214,13,214
LINN-IA-2018-2,88,48,107,0,272,265,1,446,230,3,40,483,40,483
LINN-IA-2018-3,67,38,90,0,316,319,1,468,204,2,52,558,52,558
LINN-IA-2018-4,94,46,128,1,395,478,3,691,292,3,60,806,60,806
LINN-IA-2018-5,93,49,121,0,332,394,2,578,265,6,52,665,52,665
LINN-IA-2018-6,87,47,116,0,410,399,4,586,200,1,36,769,36,769
LINN-IA-2018-7,94,54,127,0,365,388,1,439,236,6,28,717,28,717
LINN-IA-2018-8,87,47,127,0,396,460,3,519,234,7,35,820,35,820
LINN-IA-2018-9,99,57,143,0,403,476,1,552,266,8,47,826,47,826
LINN-KS-2018-1,8,2,4,0,10,14,0,20,3,0,0,24,0,24
LINN-KS-2018-10,1,0,0,0,0,2,0,4,4,0,0,2,0,2
LINN-KS-2018-11,1,1,1,0,0,1,0,5,0,0,1,0,1,0
LINN-KS-2018-12,0,0,0,0,0,0,0,3,2,0,0,0,0,0
LINN-KS-2018-2,2,2,2,0,10,7,0,13,4,0,2,11,2,11
LINN-KS-2018-3,2,4,3,0,15,15,2,35,11,0,9,21,9,21
LINN-KS-2018-4,3,1,3,0,5,9,0,20,5,0,0,14,0,14
LINN-KS-2018-5,1,0,0,0,3,0,0,2,8,0,0,3,0,3
LINN-KS-2018-6,2,0,2,0,3,4,0,17,4,0,0,7,0,7
LINN-KS-2018-7,2,4,5,0,5,5,1,11,9,0,1,8,1,8
LINN-KS-2018-8,0,0,0,0,0,0,0,2,0,0,0,0,0,0
LINN-KS-2018-9,1,2,0,0,0,5,0,19,2,0,2,3,2,3
LINN-OR-2018-1,20,18,28,0,86,92,0,150,92,1,25,152,25,152
LINN-OR-2018-10,23,26,25,0,155,154,0,175,88,1,25,281,25,281
LINN-OR-2018-11,22,27,22,0,127,106,0,185,67,0,14,211,14,211
LINN-OR-2018-12,30,49,42,0,154,125,0,246,79,0,17,262,17,262
LINN-OR-2018-2,20,34,25,0,147,103,2,171,65,0,16,231,16,231
LINN-OR-2018-3,22,33,31,0,150,121,0,191,74,0,31,236,31,236
LINN-OR-2018-4,41,44,41,0,163,116,0,160,81,0,19,256,19,256
LINN-OR-2018-5,17,33,24,0,141,114,1,187,71,0,26,226,26,226
LINN-OR-2018-6,20,25,32,0,147,118,0,156,67,0,22,240,22,240
LINN-OR-2018-7,26,42,33,0,216,172,0,305,68,1,23,361,23,361
LINN-OR-2018-8,22,33,38,0,225,186,2,294,137,1,17,375,17,375
LINN-OR-2018-9,33,37,37,0,147,131,1,166,93,1,23,254,23,254
LITCHFIELD-CT-2018-1,33,77,37,0,167,141,0,249,93,1,19,287,19,287
LITCHFIELD-CT-2018-10,19,79,56,0,154,161,1,223,130,0,27,288,27,288
LITCHFIELD-CT-2018-11,21,77,29,0,137,152,2,205,65,2,20,271,20,271
LITCHFIELD-CT-2018-12,14,51,33,0,149,129,0,167,88,1,20,257,20,257
LITCHFIELD-CT-2018-2,17,78,32,1,121,121,0,202,76,2,21,221,21,221
LITCHFIELD-CT-2018-3,48,121,51,0,170,192,0,237,98,0,26,334,26,334
LITCHFIELD-CT-2018-4,28,83,57,0,132,162,1,219,99,2,8,285,8,285
LITCHFIELD-CT-2018-5,31,93,50,0,165,182,0,228,103,0,25,322,25,322
LITCHFIELD-CT-2018-6,25,98,42,0,208,183,1,267,83,1,12,380,12,380
LITCHFIELD-CT-2018-7,28,60,48,0,179,192,0,199,90,0,13,357,13,357
LITCHFIELD-CT-2018-8,26,82,67,0,194,190,0,223,94,7,19,363,19,363
LITCHFIELD-CT-2018-9,30,72,63,0,160,147,0,265,58,3,15,290,15,290
LITTLE RIVER-AR-2018-1,7,4,4,0,14,13,1,27,5,5,3,25,3,25
LITTLE RIVER-AR-2018-10,2,2,2,0,11,5,1,28,5,0,0,16,0,16
LITTLE RIVER-AR-2018-11,7,3,7,0,15,13,1,22,5,1,3,26,3,26
LITTLE RIVER-AR-2018-12,3,3,7,0,5,10,3,17,8,5,1,17,1,17
LITTLE RIVER-AR-2018-2,10,8,7,0,13,15,2,24,6,6,1,29,1,29
LITTLE RIVER-AR-2018-3,8,6,8,0,10,30,1,42,10,4,3,38,3,38
LITTLE RIVER-AR-2018-4,4,4,8,0,25,28,0,31,22,9,3,50,3,50
LITTLE RIVER-AR-2018-5,4,3,5,0,14,16,2,25,9,2,0,32,0,32
LITTLE RIVER-AR-2018-6,4,4,4,0,19,22,6,41,16,4,3,44,3,44
LITTLE RIVER-AR-2018-7,12,6,6,0,17,23,1,31,15,4,2,37,2,37
LITTLE RIVER-AR-2018-8,1,1,2,0,11,13,7,39,6,1,2,25,2,25
LITTLE RIVER-AR-2018-9,5,4,4,0,5,12,0,21,6,2,0,17,0,17
LIVINGSTON-KY-2018-1,1,0,0,0,4,2,0,1,0,0,0,6,0,6
LIVINGSTON-KY-2018-10,5,9,8,0,15,10,0,8,15,0,6,16,6,16
LIVINGSTON-KY-2018-11,4,3,3,0,13,16,0,27,3,0,2,23,2,23
LIVINGSTON-KY-2018-12,1,3,1,0,7,1,0,8,2,0,0,6,0,6
LIVINGSTON-KY-2018-2,2,16,1,0,44,19,0,47,36,0,0,63,0,63
LIVINGSTON-KY-2018-3,3,0,7,0,14,16,0,10,18,0,0,30,0,30
LIVINGSTON-KY-2018-4,5,5,2,0,13,8,0,20,0,0,0,21,0,21
LIVINGSTON-KY-2018-5,1,1,1,0,0,5,0,5,1,0,0,5,0,5
LIVINGSTON-KY-2018-6,2,0,3,0,9,7,0,9,3,0,0,16,0,16
LIVINGSTON-KY-2018-7,1,0,1,0,3,2,0,1,1,0,0,5,0,5
LIVINGSTON-KY-2018-8,0,12,0,0,16,7,0,12,7,0,1,20,1,20
LIVINGSTON-KY-2018-9,5,0,2,0,7,6,0,6,2,0,0,13,0,13
LIVINGSTON-MI-2018-1,41,35,57,0,152,135,0,179,79,2,40,245,40,245
LIVINGSTON-MI-2018-10,40,35,70,0,148,126,2,187,80,0,28,247,28,247
LIVINGSTON-MI-2018-11,37,37,50,0,116,100,2,146,61,0,17,201,17,201
LIVINGSTON-MI-2018-12,41,40,55,0,112,122,0,136,45,0,14,220,14,220
LIVINGSTON-MI-2018-2,66,63,72,0,123,165,0,211,100,2,47,241,47,241
LIVINGSTON-MI-2018-3,25,17,40,0,98,107,0,124,65,0,27,178,27,178
LIVINGSTON-MI-2018-4,36,34,47,0,113,127,0,177,63,0,17,222,17,222
LIVINGSTON-MI-2018-5,38,38,64,0,134,144,0,185,94,0,23,255,23,255
LIVINGSTON-MI-2018-6,50,44,81,0,159,167,0,219,82,0,20,304,20,304
LIVINGSTON-MI-2018-7,40,37,66,0,131,156,6,172,63,0,23,264,23,264
LIVINGSTON-MI-2018-8,37,43,85,0,152,136,3,191,82,3,22,264,22,264
LIVINGSTON-MI-2018-9,47,53,63,0,157,130,0,192,65,0,62,225,62,225
LIVINGSTON-MO-2018-1,8,6,11,0,14,24,0,54,28,12,2,36,2,36
LIVINGSTON-MO-2018-10,8,3,9,0,29,18,0,60,31,16,1,46,1,46
LIVINGSTON-MO-2018-11,6,7,6,0,11,25,0,25,35,8,6,30,6,30
LIVINGSTON-MO-2018-12,8,8,5,0,8,9,0,19,3,6,7,10,7,10
LIVINGSTON-MO-2018-2,6,6,5,0,5,13,0,28,21,4,1,17,1,17
LIVINGSTON-MO-2018-3,2,5,3,0,19,9,0,36,13,11,2,26,2,26
LIVINGSTON-MO-2018-4,3,7,2,0,5,15,0,23,21,10,4,16,4,16
LIVINGSTON-MO-2018-5,14,12,13,0,10,21,0,41,18,6,1,30,1,30
LIVINGSTON-MO-2018-6,7,8,7,0,10,11,0,31,16,15,7,14,7,14
LIVINGSTON-MO-2018-7,1,2,5,0,11,18,0,35,13,14,2,27,2,27
LIVINGSTON-MO-2018-8,3,5,3,0,23,24,0,46,39,13,2,45,2,45
LIVINGSTON-MO-2018-9,3,3,3,0,11,8,0,24,15,7,3,16,3,16
LOGAN-AR-2018-1,5,9,11,0,29,34,0,70,40,3,1,62,1,62
LOGAN-AR-2018-10,9,16,18,0,48,27,0,92,34,4,8,61,8,61
LOGAN-AR-2018-11,7,16,34,0,63,36,0,91,28,1,27,68,27,68
LOGAN-AR-2018-12,5,29,10,0,30,46,0,100,47,3,5,71,5,71
LOGAN-AR-2018-2,4,12,11,0,34,37,0,81,35,2,5,64,5,64
LOGAN-AR-2018-3,13,15,24,0,49,24,1,59,42,7,4,69,4,69
LOGAN-AR-2018-4,5,10,19,0,31,30,0,77,27,1,4,55,4,55
LOGAN-AR-2018-5,1,9,10,0,46,23,0,68,36,4,3,66,3,66
LOGAN-AR-2018-6,4,7,27,0,36,46,0,113,31,13,2,80,2,80
LOGAN-AR-2018-7,6,15,26,0,51,47,0,96,19,7,16,82,16,82
LOGAN-AR-2018-8,2,25,22,0,52,36,0,109,31,4,6,81,6,81
LOGAN-AR-2018-9,4,16,15,0,57,51,0,102,51,4,7,101,7,101
LOGAN-CO-2018-1,20,26,19,0,55,37,0,70,28,34,4,88,4,88
LOGAN-CO-2018-10,23,23,23,0,124,109,0,196,55,100,7,226,7,226
LOGAN-CO-2018-11,20,15,16,0,65,83,0,145,74,39,5,143,5,143
LOGAN-CO-2018-12,23,23,21,0,96,85,3,122,48,98,8,176,8,176
LOGAN-CO-2018-2,21,24,18,0,64,50,0,99,46,42,8,105,8,105
LOGAN-CO-2018-3,19,23,24,0,69,50,0,109,33,47,9,110,9,110
LOGAN-CO-2018-4,5,4,6,0,106,91,0,179,140,60,4,193,4,193
LOGAN-CO-2018-5,9,9,7,0,37,52,0,58,32,29,10,79,10,79
LOGAN-CO-2018-6,30,27,20,0,61,66,0,96,40,46,6,121,6,121
LOGAN-CO-2018-7,22,22,18,0,62,88,0,94,56,66,2,148,2,148
LOGAN-CO-2018-8,19,27,18,0,92,94,0,128,59,68,20,166,20,166
LOGAN-CO-2018-9,32,25,27,0,106,81,0,118,84,89,6,181,6,181
LOGAN-KS-2018-1,0,0,0,0,0,0,0,6,1,0,0,0,0,0
LOGAN-KS-2018-10,0,0,0,0,0,3,0,6,0,0,0,3,0,3
LOGAN-KS-2018-11,0,0,0,0,0,0,0,4,3,0,0,0,0,0
LOGAN-KS-2018-12,6,6,6,0,7,0,0,7,0,0,0,7,0,7
LOGAN-KS-2018-2,0,3,0,0,3,2,0,9,0,0,0,5,0,5
LOGAN-KS-2018-3,0,1,0,0,1,0,0,5,1,0,1,0,1,0
LOGAN-KS-2018-4,0,0,1,0,2,3,0,1,3,0,0,5,0,5
LOGAN-KS-2018-5,0,0,0,0,3,1,0,4,1,0,0,4,0,4
LOGAN-KS-2018-6,0,0,0,0,0,0,0,2,0,0,0,0,0,0
LOGAN-KS-2018-7,1,1,1,0,4,3,0,6,0,0,0,7,0,7
LOGAN-KS-2018-8,0,0,0,0,4,0,0,6,2,0,0,4,0,4
LOGAN-KS-2018-9,0,0,0,0,0,0,0,3,2,0,0,0,0,0
LOGAN-KY-2018-1,7,31,5,0,73,30,0,159,43,0,34,62,34,62
LOGAN-KY-2018-10,11,21,15,0,39,31,0,97,29,0,17,53,17,53
LOGAN-KY-2018-11,2,4,7,0,32,32,0,76,22,0,2,60,2,60
LOGAN-KY-2018-12,11,34,22,0,82,31,0,148,44,0,4,109,4,109
LOGAN-KY-2018-2,1,20,4,0,21,24,6,68,13,0,13,35,13,35
LOGAN-KY-2018-3,8,15,14,0,40,43,1,91,26,1,5,76,5,76
LOGAN-KY-2018-4,3,10,16,0,58,27,0,118,41,0,10,75,10,75
LOGAN-KY-2018-5,20,19,27,0,60,42,0,107,61,0,20,75,20,75
LOGAN-KY-2018-6,35,42,41,0,38,77,0,154,70,0,33,82,33,82
LOGAN-KY-2018-7,15,29,18,0,60,61,0,161,57,0,14,106,14,106
LOGAN-KY-2018-8,2,11,9,0,29,40,0,77,34,2,9,60,9,60
LOGAN-KY-2018-9,8,25,9,0,58,40,0,151,27,0,18,77,18,77
LOGAN-ND-2018-10,0,0,0,0,0,0,0,4,0,0,0,0,0,0
LOGAN-ND-2018-12,0,0,0,0,3,0,0,2,0,0,0,1,0,1
LOGAN-ND-2018-2,0,2,0,0,2,0,0,4,0,0,0,2,0,2
LOGAN-ND-2018-3,0,0,1,0,1,1,0,4,1,0,0,2,0,2
LOGAN-ND-2018-4,1,0,0,0,0,1,0,2,6,0,0,1,0,1
LOGAN-ND-2018-6,0,4,0,0,4,0,0,5,1,0,0,4,0,4
LOGAN-ND-2018-7,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LOGAN-ND-2018-8,1,1,0,0,1,4,0,8,0,0,2,3,2,3
LOGAN-ND-2018-9,0,1,0,0,0,1,0,1,2,0,0,1,0,1
LOGAN-OH-2018-1,22,25,21,0,34,60,0,52,38,13,24,64,24,64
LOGAN-OH-2018-10,14,13,18,0,40,30,1,52,30,5,9,62,9,62
LOGAN-OH-2018-11,12,14,25,0,32,45,0,55,25,8,7,70,7,70
LOGAN-OH-2018-12,6,12,8,0,34,38,1,43,27,7,8,65,8,65
LOGAN-OH-2018-2,8,13,8,0,20,30,5,50,20,8,8,47,8,47
LOGAN-OH-2018-3,4,10,8,0,30,34,0,33,21,8,6,58,6,58
LOGAN-OH-2018-4,9,20,10,0,43,42,2,58,14,11,7,80,7,80
LOGAN-OH-2018-5,13,23,16,0,58,54,1,59,25,14,13,99,13,99
LOGAN-OH-2018-6,8,12,4,0,25,27,0,32,21,4,7,45,7,45
LOGAN-OH-2018-7,21,23,19,0,58,56,0,79,33,9,6,107,6,107
LOGAN-OH-2018-8,4,9,12,0,18,24,1,21,14,4,4,37,4,37
LOGAN-OH-2018-9,4,9,4,0,24,24,1,20,12,3,4,45,4,45
LOGAN-OK-2018-1,27,33,29,1,58,70,18,103,40,27,12,134,12,134
LOGAN-OK-2018-10,29,33,50,0,94,122,6,163,42,82,20,202,20,202
LOGAN-OK-2018-11,26,39,53,0,83,122,9,106,62,86,17,197,17,197
LOGAN-OK-2018-12,17,20,20,0,74,57,6,76,32,57,17,120,17,120
LOGAN-OK-2018-2,21,22,31,0,46,64,8,87,41,11,12,106,12,106
LOGAN-OK-2018-3,35,53,40,0,104,94,5,162,59,32,25,178,25,178
LOGAN-OK-2018-4,14,22,33,0,90,83,30,156,51,35,12,191,12,191
LOGAN-OK-2018-5,20,28,39,0,62,79,13,92,51,37,15,139,15,139
LOGAN-OK-2018-6,21,27,28,0,63,67,7,90,25,57,18,117,18,117
LOGAN-OK-2018-7,11,24,52,1,85,81,10,108,42,100,8,168,8,168
LOGAN-OK-2018-8,18,22,19,0,69,72,7,120,41,68,8,140,8,140
LOGAN-OK-2018-9,28,35,34,0,55,86,10,100,49,50,27,124,27,124
LOGAN-WV-2018-1,14,16,16,0,28,18,2,62,15,8,2,38,2,38
LOGAN-WV-2018-10,12,10,12,0,21,14,1,61,18,5,1,34,1,34
LOGAN-WV-2018-11,16,16,19,0,36,17,1,79,39,5,0,32,0,32
LOGAN-WV-2018-12,19,16,24,0,30,19,3,80,31,4,1,39,1,39
LOGAN-WV-2018-2,15,17,15,0,31,21,2,86,28,5,2,46,2,46
LOGAN-WV-2018-3,24,24,31,0,23,38,0,78,35,11,0,58,0,58
LOGAN-WV-2018-4,23,27,22,0,25,31,0,89,36,15,1,55,1,55
LOGAN-WV-2018-5,11,13,14,0,7,27,0,67,25,6,3,31,3,31
LOGAN-WV-2018-6,11,8,13,0,8,10,0,45,17,3,2,16,2,16
LOGAN-WV-2018-7,15,16,19,0,20,9,0,61,8,1,2,27,2,27
LOGAN-WV-2018-8,13,12,16,0,14,10,2,44,15,2,1,22,1,22
LOGAN-WV-2018-9,19,18,17,0,23,3,0,43,4,4,0,26,0,26
LONOKE-AR-2018-1,32,50,40,0,115,133,24,219,61,75,31,215,31,215
LONOKE-AR-2018-10,32,68,56,0,149,165,0,240,101,66,37,275,37,275
LONOKE-AR-2018-11,45,93,82,0,151,176,7,236,95,92,31,296,31,296
LONOKE-AR-2018-12,21,49,65,0,126,146,2,178,107,79,21,249,21,249
LONOKE-AR-2018-2,34,86,73,0,155,146,1,246,121,55,39,260,39,260
LONOKE-AR-2018-3,28,53,78,0,146,150,1,257,142,84,24,269,24,269
LONOKE-AR-2018-4,19,62,71,0,122,138,6,220,111,50,28,224,28,224
LONOKE-AR-2018-5,46,84,82,0,173,170,7,277,192,81,46,292,46,292
LONOKE-AR-2018-6,51,67,75,0,137,162,2,237,98,93,18,279,18,279
LONOKE-AR-2018-7,29,55,93,0,169,163,0,233,99,104,56,273,56,273
LONOKE-AR-2018-8,31,79,78,0,170,162,3,223,91,109,53,279,53,279
LONOKE-AR-2018-9,33,82,90,0,129,204,2,207,141,83,41,289,41,289
LORAIN-OH-2018-1,99,140,101,0,262,405,0,479,195,278,47,619,47,619
LORAIN-OH-2018-10,72,99,94,0,225,308,0,325,100,255,44,485,44,485
LORAIN-OH-2018-11,27,36,43,0,117,85,0,126,37,81,11,190,11,190
LORAIN-OH-2018-12,20,29,16,0,145,147,0,136,47,179,17,275,17,275
LORAIN-OH-2018-2,86,108,98,0,219,344,0,408,185,214,51,507,51,507
LORAIN-OH-2018-3,84,133,90,0,269,361,0,469,171,286,56,570,56,570
LORAIN-OH-2018-4,112,147,140,0,296,427,0,486,207,299,68,647,68,647
LORAIN-OH-2018-5,9,23,18,0,103,113,0,105,31,108,13,203,13,203
LORAIN-OH-2018-6,21,33,28,0,95,109,0,118,41,89,18,185,18,185
LORAIN-OH-2018-7,33,41,25,0,70,97,0,100,41,66,10,156,10,156
LORAIN-OH-2018-8,83,107,124,0,320,357,0,387,145,287,49,627,49,627
LORAIN-OH-2018-9,88,101,110,0,256,334,0,378,144,286,46,541,46,541
LOUDON-TN-2018-1,25,33,26,0,76,92,0,154,98,41,12,154,12,154
LOUDON-TN-2018-10,24,31,32,0,79,78,0,103,81,59,15,142,15,142
LOUDON-TN-2018-11,27,31,35,0,63,74,0,118,45,55,15,121,15,121
LOUDON-TN-2018-12,44,43,50,0,71,82,0,132,66,45,17,136,17,136
LOUDON-TN-2018-2,27,33,26,0,64,53,0,124,60,27,16,101,16,101
LOUDON-TN-2018-3,25,41,31,0,73,84,0,155,70,45,14,143,14,143
LOUDON-TN-2018-4,43,60,53,0,110,102,0,196,88,47,28,184,28,184
LOUDON-TN-2018-5,39,54,54,0,106,103,0,196,88,62,16,193,16,193
LOUDON-TN-2018-6,34,39,34,0,84,74,0,148,95,42,7,151,7,151
LOUDON-TN-2018-7,19,33,22,0,82,70,0,128,75,62,1,151,1,151
LOUDON-TN-2018-8,30,37,40,0,68,101,0,118,76,63,13,156,13,156
LOUDON-TN-2018-9,35,36,43,0,95,118,1,180,68,52,6,207,6,207
LOUDOUN-VA-2018-1,121,132,194,0,408,384,0,647,246,12,131,657,131,657
LOUDOUN-VA-2018-10,117,151,237,0,536,442,0,679,261,30,192,783,192,783
LOUDOUN-VA-2018-11,104,97,191,0,376,347,0,558,272,27,103,612,103,612
LOUDOUN-VA-2018-12,122,122,208,2,395,382,2,599,254,25,107,663,107,663
LOUDOUN-VA-2018-2,77,89,143,0,387,304,1,660,260,17,103,588,103,588
LOUDOUN-VA-2018-3,111,109,175,0,378,371,1,636,281,15,80,668,80,668
LOUDOUN-VA-2018-4,127,128,222,0,439,420,3,706,253,11,138,715,138,715
LOUDOUN-VA-2018-5,121,102,198,1,443,427,1,671,252,28,125,743,125,743
LOUDOUN-VA-2018-6,97,76,170,0,364,340,0,548,275,28,70,628,70,628
LOUDOUN-VA-2018-7,85,60,116,0,412,372,1,546,175,26,41,741,41,741
LOUDOUN-VA-2018-8,126,120,190,0,463,410,0,657,203,36,67,800,67,800
LOUDOUN-VA-2018-9,119,107,222,2,444,372,9,577,260,17,123,696,123,696
LOUISA-IA-2018-2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
LOUISA-IA-2018-3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LOUISA-VA-2018-1,17,17,10,0,52,58,0,60,42,2,11,99,11,99
LOUISA-VA-2018-10,21,18,33,0,31,65,0,78,17,1,28,68,28,68
LOUISA-VA-2018-11,14,17,11,0,45,33,0,55,21,0,9,69,9,69
LOUISA-VA-2018-12,14,10,8,0,24,40,0,59,25,0,7,57,7,57
LOUISA-VA-2018-2,9,7,5,0,23,33,0,63,14,1,10,46,10,46
LOUISA-VA-2018-3,22,14,18,0,46,54,0,74,25,0,11,89,11,89
LOUISA-VA-2018-4,8,8,6,0,34,52,0,63,25,2,6,80,6,80
LOUISA-VA-2018-5,16,20,11,0,52,63,0,72,36,1,15,100,15,100
LOUISA-VA-2018-6,8,8,3,0,59,50,0,57,40,1,1,108,1,108
LOUISA-VA-2018-7,27,13,24,0,59,38,0,90,28,0,5,90,5,90
LOUISA-VA-2018-8,19,9,12,0,46,50,0,76,23,0,7,89,7,89
LOUISA-VA-2018-9,20,17,15,0,53,49,0,50,31,0,4,98,4,98
LOVE-OK-2018-1,23,25,47,0,45,39,3,62,21,17,9,78,9,78
LOVE-OK-2018-10,3,6,3,0,13,14,1,34,2,8,0,28,0,28
LOVE-OK-2018-11,2,7,0,0,14,7,1,14,5,10,1,21,1,21
LOVE-OK-2018-12,4,6,2,0,25,11,1,31,14,12,2,35,2,35
LOVE-OK-2018-2,5,10,3,2,11,19,3,20,9,16,4,29,4,29
LOVE-OK-2018-3,0,3,2,0,9,11,3,23,15,17,2,21,2,21
LOVE-OK-2018-4,6,9,8,0,23,13,9,24,8,14,3,42,3,42
LOVE-OK-2018-5,9,5,8,0,31,25,10,35,21,24,2,64,2,64
LOVE-OK-2018-6,2,8,5,0,21,18,1,33,4,19,0,40,0,40
LOVE-OK-2018-7,2,6,5,0,13,10,5,16,4,16,1,27,1,27
LOVE-OK-2018-8,10,16,7,0,19,26,4,35,5,27,11,38,11,38
LOVE-OK-2018-9,1,4,4,0,10,4,4,11,6,9,0,18,0,18
LUBBOCK-TX-2018-1,347,272,355,0,1415,1337,8,2136,993,874,100,2577,100,2577
LUBBOCK-TX-2018-10,480,462,515,8,1845,1614,10,2441,1062,1231,247,3179,247,3179
LUBBOCK-TX-2018-11,407,352,416,1,1300,1294,8,2042,763,940,138,2422,138,2422
LUBBOCK-TX-2018-12,353,311,407,0,1401,1208,10,1877,696,943,128,2447,128,2447
LUBBOCK-TX-2018-2,286,251,356,0,2702,2270,10,3581,2000,728,191,3244,191,3244
LUBBOCK-TX-2018-3,482,437,532,1,1320,1344,60,2172,868,860,154,2495,154,2495
LUBBOCK-TX-2018-4,404,346,468,1,1384,1559,6,2380,865,977,191,2710,191,2710
LUBBOCK-TX-2018-5,571,466,579,0,1525,1543,4,2434,914,888,205,2830,205,2830
LUBBOCK-TX-2018-6,480,400,463,0,1254,1456,1,2180,854,838,136,2541,136,2541
LUBBOCK-TX-2018-7,557,462,512,3,1403,1456,18,2449,863,815,169,2655,169,2655
LUBBOCK-TX-2018-8,556,509,550,7,1548,1604,11,2410,972,900,165,2944,165,2944
LUBBOCK-TX-2018-9,516,430,545,5,1467,1322,1,2218,787,994,144,2595,144,2595
LUCAS-IA-2018-1,4,3,2,0,6,10,0,22,5,0,0,16,0,16
LUCAS-IA-2018-10,0,0,1,0,0,1,0,1,1,0,0,1,0,1
LUCAS-IA-2018-11,0,0,0,0,0,0,0,2,0,0,0,0,0,0
LUCAS-IA-2018-12,0,0,0,0,2,1,0,7,5,0,0,3,0,3
LUCAS-IA-2018-2,1,0,1,0,15,5,0,40,6,1,0,20,0,20
LUCAS-IA-2018-3,5,5,4,0,11,12,0,32,9,0,1,22,1,22
LUCAS-IA-2018-4,6,5,7,0,11,15,0,43,31,2,2,24,2,24
LUCAS-IA-2018-5,2,2,3,0,10,8,0,13,4,0,1,17,1,17
LUCAS-IA-2018-6,1,7,7,3,41,14,0,44,15,0,6,49,6,49
LUCAS-IA-2018-7,5,3,7,0,14,11,0,35,1,0,4,21,4,21
LUCAS-IA-2018-8,3,0,1,0,6,8,0,11,9,0,0,14,0,14
LUCAS-IA-2018-9,18,16,25,0,31,34,0,29,20,0,2,63,2,63
LUCAS-OH-2018-1,485,366,1084,0,1290,1773,71,2607,1236,937,264,2863,264,2863
LUCAS-OH-2018-10,659,570,1441,0,1843,1982,70,3161,1497,994,427,3466,427,3466
LUCAS-OH-2018-11,559,419,1195,1,1357,1884,42,2578,1309,986,337,2935,337,2935
LUCAS-OH-2018-12,565,450,1211,0,1525,1850,43,2763,1297,1006,224,3189,224,3189
LUCAS-OH-2018-2,391,359,1083,0,1264,1742,53,2593,1178,768,304,2750,304,2750
LUCAS-OH-2018-3,461,327,1366,0,1522,1951,71,2867,1528,885,274,3268,274,3268
LUCAS-OH-2018-4,486,349,1278,0,1542,1903,55,2988,1468,899,335,3150,335,3150
LUCAS-OH-2018-5,584,543,1820,0,1967,2506,69,3381,1832,1036,583,3955,583,3955
LUCAS-OH-2018-6,650,556,1639,0,1895,2267,72,3240,1715,1174,306,3923,306,3923
LUCAS-OH-2018-7,690,576,1769,0,2015,2524,59,3464,1677,1273,404,4187,404,4187
LUCAS-OH-2018-8,671,553,1750,1,2020,2315,74,3494,1542,1063,403,4006,403,4006
LUCAS-OH-2018-9,745,648,1879,0,2012,2336,88,3328,1628,1120,493,3941,493,3941
LUCE-MI-2018-1,6,6,11,0,10,14,0,20,12,0,1,23,1,23
LUCE-MI-2018-10,6,11,12,1,7,18,0,23,20,0,7,18,7,18
LUCE-MI-2018-11,2,2,6,0,9,9,0,19,10,0,1,17,1,17
LUCE-MI-2018-12,6,7,10,0,6,7,0,19,7,0,2,11,2,11
LUCE-MI-2018-2,7,7,10,0,18,1,0,17,13,0,5,14,5,14
LUCE-MI-2018-3,1,5,4,0,11,10,0,19,6,0,2,19,2,19
LUCE-MI-2018-4,6,6,4,0,8,10,0,16,7,0,4,14,4,14
LUCE-MI-2018-5,1,3,4,0,13,10,0,14,5,0,2,21,2,21
LUCE-MI-2018-6,8,10,7,0,14,9,0,15,12,0,3,20,3,20
